                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 0.8975,                0.37703,                0.97097,                0.88367,                 0.8669,                0.93616,                0.64964,                 1.1037,                 0.6537,                 1.1789,              0.0007328,              0.0007328,              0.0007328
                     66,                0.90007,                0.37409,                0.96398,                0.86624,                0.87989,                0.93288,                0.64384,                 1.1173,                0.64848,                 1.1847,               0.000713,               0.000713,               0.000713
                     67,                0.89906,                0.37285,                0.97135,                0.89543,                0.85272,                0.93409,                0.64697,                 1.1093,                0.66898,                  1.191,              0.0006932,              0.0006932,              0.0006932
                     68,                0.89999,                0.37315,                0.97061,                0.88935,                0.85612,                 0.9348,                0.66169,                 1.0853,                0.67314,                  1.159,              0.0006734,              0.0006734,              0.0006734
                     69,                0.90437,                0.37296,                0.97496,                0.86959,                0.86711,                0.92278,                0.64494,                 1.1055,                0.69586,                  1.178,              0.0006536,              0.0006536,              0.0006536
                     70,                0.89598,                0.37254,                0.96789,                0.87065,                0.86892,                0.92647,                0.64551,                 1.1004,                0.69711,                 1.1704,              0.0006338,              0.0006338,              0.0006338
                     71,                 0.8968,                0.37175,                0.96798,                0.86306,                0.85713,                0.91923,                0.63649,                 1.1064,                0.74262,                 1.1813,               0.000614,               0.000614,               0.000614
                     72,                0.88958,                0.36719,                0.96058,                0.88361,                0.86458,                0.93186,                0.64683,                 1.1096,                0.66394,                 1.1859,              0.0005942,              0.0005942,              0.0005942
                     73,                0.89516,                0.37099,                0.96822,                0.84817,                0.86561,                0.91946,                0.63355,                 1.1317,                0.75314,                 1.1999,              0.0005744,              0.0005744,              0.0005744
                     74,                0.88892,                0.36805,                0.96693,                0.87187,                0.86588,                 0.9208,                0.63819,                  1.104,                0.69066,                 1.1805,              0.0005546,              0.0005546,              0.0005546
                     75,                 0.8965,                 0.3696,                0.97081,                0.88683,                0.87886,                0.93471,                0.65145,                 1.1065,                0.66334,                 1.1856,              0.0005348,              0.0005348,              0.0005348
                     76,                0.89196,                0.36662,                0.96746,                 0.8673,                0.87091,                0.92682,                0.64865,                 1.1007,                0.69246,                 1.1665,               0.000515,               0.000515,               0.000515
                     77,                0.88541,                0.36675,                0.96258,                0.85604,                0.87609,                0.92546,                0.64799,                 1.0989,                0.69257,                 1.1725,              0.0004952,              0.0004952,              0.0004952
                     78,                0.89139,                0.36629,                  0.963,                0.87825,                0.87252,                0.92769,                0.64699,                 1.0997,                 0.6617,                  1.173,              0.0004754,              0.0004754,              0.0004754
                     79,                0.88422,                0.36406,                 0.9664,                 0.8695,                0.86776,                0.91983,                0.62814,                 1.1218,                0.71673,                 1.1866,              0.0004556,              0.0004556,              0.0004556
                     80,                0.88207,                0.36383,                0.96276,                0.88225,                0.88182,                0.92396,                0.64281,                 1.1041,                0.65722,                   1.18,              0.0004358,              0.0004358,              0.0004358
                     81,                0.88424,                0.36282,                0.96221,                0.89378,                0.85134,                0.92459,                0.63924,                  1.117,                0.69884,                 1.1904,               0.000416,               0.000416,               0.000416
                     82,                0.87785,                0.36267,                0.96189,                0.87868,                0.87874,                0.93414,                0.64814,                 1.1086,                0.66045,                 1.1909,              0.0003962,              0.0003962,              0.0003962
                     83,                0.88293,                0.36073,                0.96735,                0.87137,                0.87761,                0.92479,                0.64208,                 1.1057,                0.67801,                 1.1843,              0.0003764,              0.0003764,              0.0003764
                     84,                0.88575,                0.36409,                0.96448,                0.87576,                0.88404,                0.93169,                0.65312,                 1.0901,                0.64579,                 1.1613,              0.0003566,              0.0003566,              0.0003566
                     85,                0.87943,                0.36074,                0.96112,                0.88514,                0.86345,                0.92804,                0.64492,                 1.1099,                0.67927,                 1.1891,              0.0003368,              0.0003368,              0.0003368
                     86,                0.87998,                 0.3607,                 0.9614,                0.87886,                0.86285,                0.92953,                0.64513,                 1.1067,                0.68506,                 1.1769,               0.000317,               0.000317,               0.000317
                     87,                0.88277,                0.35931,                0.96335,                0.87383,                0.87805,                  0.931,                0.64242,                  1.123,                0.66236,                 1.1927,              0.0002972,              0.0002972,              0.0002972
                     88,                0.87343,                0.35237,                0.95738,                0.86868,                 0.8836,                0.92505,                0.64379,                 1.1039,                0.66914,                 1.1784,              0.0002774,              0.0002774,              0.0002774
                     89,                0.87718,                0.35899,                 0.9614,                0.88271,                 0.8753,                0.93162,                0.65236,                 1.1041,                0.65779,                 1.1738,              0.0002576,              0.0002576,              0.0002576
                     90,                0.87035,                0.35447,                0.95833,                 0.8872,                0.86676,                0.93006,                0.64533,                 1.1129,                0.66403,                 1.1831,              0.0002378,              0.0002378,              0.0002378
                     91,                0.86464,                0.34801,                0.96941,                0.87956,                0.86527,                0.92431,                 0.6426,                 1.1136,                0.68149,                 1.1818,               0.000218,               0.000218,               0.000218
                     92,                0.86067,                0.34306,                0.97022,                0.86006,                0.87125,                0.92643,                0.64709,                 1.1101,                0.68813,                 1.1824,              0.0001982,              0.0001982,              0.0001982
                     93,                0.85748,                0.34281,                0.96901,                 0.8763,                0.86377,                0.92449,                0.64437,                  1.111,                0.67928,                 1.1916,              0.0001784,              0.0001784,              0.0001784
                     94,                0.85481,                0.34083,                0.96612,                 0.8618,                0.86961,                0.92038,                 0.6443,                 1.1051,                0.70589,                 1.1801,              0.0001586,              0.0001586,              0.0001586
                     95,                0.85202,                0.34006,                0.96774,                0.87302,                0.86504,                0.91969,                0.64275,                 1.1125,                0.70157,                 1.1886,              0.0001388,              0.0001388,              0.0001388
                     96,                0.85099,                0.33855,                0.96774,                0.87143,                0.86458,                0.91991,                0.64133,                 1.1085,                0.70806,                 1.1822,               0.000119,               0.000119,               0.000119
                     97,                 0.8476,                0.33628,                0.96764,                0.86519,                0.87632,                0.92333,                0.64531,                 1.1059,                0.70084,                 1.1819,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.84842,                0.33618,                 0.9643,                0.86969,                 0.8769,                0.92345,                0.64765,                 1.1032,                0.68361,                 1.1772,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.84945,                0.33624,                0.96474,                0.86967,                0.87943,                0.92499,                 0.6473,                 1.1073,                0.68359,                 1.1805,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.84716,                0.33455,                0.96657,                0.87847,                0.86849,                0.92716,                0.65033,                 1.1026,                0.67781,                 1.1753,               3.98e-05,               3.98e-05,               3.98e-05
